Fold	Label
X.5004	1941
X.5005	1942
X.5006	1943
X.5007	1944
X.5008	1945
X.5009	1946
X.5010	1947
X.5011	1948
X.5012	1949
X.5013	1950
X.5014	1951
X.5015	1952
X.5016	1953
X.5017	1954
X.5018	1955
X.5019	1956
X.5020	1957
X.5021	1958
X.5022	1959
X.5023	1960
X.5024	1961
X.5025	1962
X.5026	1963
X.5027	1964
X.5028	1965
X.5029	1966
X.5030	1967
X.5031	1968
X.5032	1969
X.5033	1970
X.5034	1971
X.5035	1972
X.5036	1973
X.5037	1974
X.5038	1975
X.5039	1976
X.5040	1977
X.5041	1978
X.5042	1979
X.5043	1980
X.5044	1981
X.5045	1982
X.5046	1983
X.5047	1984
X.5048	1985
X.5049	1986
X.5050	1987
X.5051	1988
X.5052	1989
X.5053	1990
X.5054	1991
X.5055	1992
X.5056	1993
X.5057	1994
X.5058	1995
X.5059	1996
X.5060	1997
X.5061	1998
X.5063	1999
X.5064	2000
X.5065	2001
X.5066	2002
X.5067	2003
X.5068	2004
X.5069	2005
X.5070	2006
X.5071	2007
X.5072	2008
X.5073	2009
X.5074	2010
X.5075	2011
X.5076	2012
X.5077	2013
X.5079	2014
X.5080	2015
X.5081	2016
X.5082	2017
X.5083	2018
X.5084	2019
X.5085	2020
X.5086	2021
X.5087	2022
X.5088	2023
X.5089	2024
X.5090	2025
X.5091	2026
X.5092	2027
X.5093	2028
X.5094	2029
X.5095	2030
X.5096	2031
X.5097	2032
X.5098	2033
X.5099	2034
X.5100	2035
X.5101	2036
X.5102	2037
X.5103	2038
X.5104	2039
X.5105	2040
X.5106	2041
X.6001	2042
X.6002	2043
X.6003	2044
X.6004	2045
X.6005	2046
X.6006	2047
X.6007	2048
X.6008	2049
X.6009	2050
X.6011	2051
X.6012	2052
X.6013	2053
X.6014	2054
X.6015	2055
X.6016	2056
X.6017	2057
X.6018	2058
X.6019	2059
X.6020	2060
X.6021	2061
X.6023	2062
X.6024	2063
X.6025	2064
X.6026	2065
X.6027	2066
X.6028	2067
X.6029	2068
X.6030	2069
X.6031	2070
X.6032	2071
X.6033	2072
X.6034	2073
X.6035	2074
X.6036	2075
X.6037	2076
X.6038	2077
X.6039	2078
X.6040	2079
X.6041	2080
X.6042	2081
X.6043	2082
X.6044	2083
X.6045	2084
X.6046	2085
X.6047	2086
X.6048	2087
X.6049	2088
X.6050	2089
X.6051	2090
X.6053	2091
X.6054	2092
X.6055	2093
X.6056	2094
X.6057	2095
X.6058	2096
X.6059	2097
X.6060	2098
X.6061	2099
X.6062	2100
X.6063	2101
X.6064	2102
X.6065	2103
X.6066	2104
X.6067	2105
X.6068	2106
X.6069	2107
X.6070	2108
X.6071	2109
X.6072	2110
X.6073	2111
X.6074	2112
X.6075	2113
X.6076	2114
X.6080	2115
X.6081	2116
X.6082	2117
X.6086	2118
X.6087	2119
X.6088	2120
X.6089	2121
X.6090	2122
X.6091	2123
X.6092	2124
X.6094	2125
X.6096	2126
X.6098	2127
X.6099	2128
X.6100	2129
X.6102	2130
X.6103	2131
X.6105	2132
X.6106	2133
X.6107	2134
X.6108	2135
X.6109	2136
X.6110	2137
X.6111	2138
X.6113	2139
X.6114	2140
X.6115	2141
X.6119	2142
X.6120	2143
X.6122	2144
X.6123	2145
X.6124	2146
X.6126	2147
X.6127	2148
X.6128	2149
X.6129	2150
X.6130	2151
X.6131	2152
X.6132	2153
X.6140	2154
X.6141	2155
X.6146	2156
X.6147	2157
X.6148	2158
X.6149	2159
X.6150	2160
X.6151	2161
X.6152	2162
X.6153	2163
X.6154	2164
X.6155	2165
X.6156	2166
X.6157	2167
X.6158	2168
X.6159	2169
X.6160	2170
X.6161	2171
X.6162	2172
X.6163	2173
X.6164	2174
X.6165	2175
X.6166	2176
X.6167	2177
X.6168	2178
X.6169	2179
X.6170	2180
X.6171	2181
X.6172	2182
X.6173	2183
X.6174	2184
X.6176	2185
